$OR;D2 
* From-Time  To-Time 
06.00 7.00 
* Factor 
1.00
9184005 9162032 11
9184005 9184024 16
9184005 9162071 15
9162024 9162077 0
9162024 9162103 7
9162024 9162058 0
774028738 9162032 16
9184018 9162159 3
52814612 9162030 13
52814612 9162025 51
774028738 9162055 1
819400248 554321029 1
9184018 9162019 13
9162081 9162030 14
9184018 9162016 9
9184018 9162027 9
9184018 9162007 8
9184024 9162115 2
9184018 9162085 12
9184018 9162040 0
9184018 9162081 18
9184018 9162032 16
52814612 9162090 9
9184024 9162004 35
9184024 9162079 8
9184024 9162158 9
9184024 9162028 7
9184024 9162159 3
9184024 783095006 5
9162115 9162035 8
586900421 9162054 14
586900421 9162102 101
586900421 9162090 12
9162025 9162010 6
9162056 9184018 9
9162040 9162062 2
9162022 9162025 4
9162059 9162077 3
9162160 9162019 4
9162085 9184024 5
9162035 9162064 6
9162110 9162030 1
9162159 784358748 3
9162026 9162103 6
9162028 9162034 5
9162001 9162062 14
9162103 9162001 2
9162115 554321029 10
9162026 9162001 5
9162122 819400248 22
9162103 783095006 10
9162026 9162007 5
9162028 9162049 2
9162068 9162038 4
9162042 9162160 9
9162084 9162119 5
9162047 9162103 5
9162081 9162009 0
9162122 9162009 9
9162110 9162028 5
9162028 9162062 0
9162043 9162037 9
9162158 9162034 7
9162071 554321029 1
9162102 783176672 6
9162016 783095006 0
9162016 9184003 14
9162026 9162110 13
9162043 9162113 5
9162062 9162021 4
9162103 9162071 4
9162021 9162022 10
9162027 9162030 3
9162037 586888382 18
9162103 9162025 6
9162059 9162043 7
9162119 9162007 0
9162009 9162055 9
9162016 9162122 25
9162028 9162064 2
9162001 9162090 0
9162034 9162004 18
9162043 9162034 3
9162115 9162085 8
9162055 783176672 8
9162099 783176708 3
9162032 52814612 6
9162062 9162019 4
9162028 9162159 0
9162126 9162160 1
9162043 774028738 5
9162071 9162043 2
9162032 586900421 6
9162040 9162001 9
9162024 9162059 6
9162021 9162016 22
9162079 586900421 12
9162012 9162024 6
9162028 52814612 6
9162103 9162084 1
9162049 9162016 3
9162115 9162090 1
9162062 774028738 1
9162160 9162042 7
9162058 9162103 14
586888382 9162026 6
9162022 783176708 44
9162158 9162007 2
9162009 9162047 10
9162115 9162026 7
9162103 9162058 5
9162001 9162160 4
9162065 9162034 4
9162030 9162042 4
9162021 9162007 15
9162160 9162071 4
9162087 9162103 9
9162047 9162102 2
9162012 9162071 2
9162119 9162058 35
9162028 9162071 0
9162062 9184018 9
9162012 9162087 6
9162159 9162038 3
9162077 9162113 9
9162113 9162026 4
9162093 9162079 4
9162021 9162090 1
9162066 9162113 7
9162028 9162019 11
9162113 9162056 4
9162113 9162059 9
9162055 9162102 3
9162113 9162047 12
9162047 9162065 0
9162035 9162115 15
9162079 9162113 5
9162062 9162025 5
9162079 9162066 8
9162071 9162026 5
9162071 9162113 12
9162035 9162009 0
9162107 9162021 4
9162113 9162042 0
9162012 9162038 7
9162009 9162038 9
9162085 9162010 18
9162079 784358748 1
9162059 9162068 9
9162004 783176672 36
9162068 9162042 6
9162030 9162058 4
9162159 9162037 3
9162009 9162040 4
9162012 9162062 8
9162099 9162113 6
9162103 9162024 2
9162122 9162034 5
9162110 9162064 4
9162012 9162110 8
9162081 9162040 5
9162059 9162019 2
9162090 586888382 5
9162035 783176672 3
9162043 784358748 8
9162001 9162066 9
9162042 9162064 9
9162077 586888382 2
9162012 9162122 0
9162158 9162066 18
9162099 9162034 2
9162081 9162110 1
9162107 9162010 18
9162115 9162049 21
9162022 9162007 10
9162077 9162042 3
9162077 9162058 3
9162081 9184005 18
9162016 9162047 12
9162058 9162019 4
9162077 9162030 4
9162019 9162077 2
9162021 9162065 6
9162030 9162012 34
9162062 9162038 7
9162038 774028738 6
9162079 9162071 10
9162019 9162004 16
9162079 586888382 23
9162062 783095006 7
9162032 9162081 6
9162102 784358748 3
9162160 783176708 5
9162102 9162064 11
9162037 9162012 4
9162158 9162122 10
9162115 9162021 4
9162085 783176672 7
9162084 9162004 5
9162103 9162068 10
9162028 9184024 3
9162077 9162035 2
9162047 9162122 1
9162054 586888382 5
9162059 9162040 14
9162028 9162115 1
9162062 9162158 8
9162026 784358748 1
9162047 9162040 3
9162047 9162107 7
9162068 9162019 3
9162079 9184024 1
9162160 9184003 1
9162026 9162068 3
9162026 9162065 2
9162032 9162038 4
9162062 9162071 8
9162160 9162059 9
9162071 9162159 2
9162084 9162110 4
9162064 819400248 0
9162087 9162012 3
9162085 9162021 1
9162042 9162022 4
9162037 9162042 12
9162047 783095006 2
9162102 9162077 6
9162065 783176672 3
9162084 9184018 12
9162021 9162026 13
9162122 9162087 9
9162007 9162099 3
9162010 9162007 11
9162026 9162038 4
9162099 9162010 11
9162068 9162087 3
9162068 9162084 1
9162087 819400248 4
9162054 9162115 2
9162160 9162056 2
9162032 9184005 7
9162038 783176672 7
9162025 9162026 9
9162159 9162066 4
9162056 9162038 12
9162062 9162122 13
9162019 9162122 5
9162084 9162102 2
9162026 9162049 1
9162019 9162021 2
9162056 9162066 5
9162079 9162055 7
9162034 9162103 3
9162110 9162022 4
9162021 9162043 4
9162158 9162019 8
9162025 9162113 9
9162122 9162113 9
9162159 9162040 9
9162043 9162049 3
9162071 9162038 3
9162012 9184003 17
9162077 9162024 1
9162158 9184003 20
9162085 9162110 3
9162001 52814612 1
9162122 9162035 3
9162021 9162066 7
9162012 9162068 18
9162004 9184018 58
9162004 9162068 3
9162035 9162030 4
9162016 9162030 2
9162062 783176672 24
9162040 9162016 29
9162058 52814612 2
9162090 819400248 2
9162012 52814612 29
9162025 9162038 7
9162158 9162084 6
9162113 9162016 4
9162077 9162066 12
9162110 783176672 3
9162028 784358748 7
9162159 9162065 2
9162126 9162103 3
9162090 774028738 7
9162066 9184018 5
9162093 9162107 2
9162010 9162055 8
9162028 586888382 11
9162084 783176708 3
9162058 9162056 1
9162010 9162024 5
9162113 9162090 8
9162030 9162103 9
9162027 9184018 5
9162032 9184003 3
9162040 9162159 2
9162030 9162160 6
9162019 819400248 18
9162058 9162079 3
9162040 9162102 10
9162093 9162085 3
9162016 9162159 14
9162026 9162084 3
9162021 9162034 3
9162040 9184018 10
9162077 9162103 6
784358748 783176708 24
9162030 9184024 18
9162159 9162010 24
9162115 9162030 12
9162028 819400248 0
9162079 9162009 4
9162012 9162059 17
9162059 9162010 16
9162010 9162066 12
9162122 9162026 9
9162042 9162047 6
9162102 783095006 39
9162001 9162158 1
9162037 9162030 4
9162043 9162040 5
9162004 9162055 2
9162103 9162064 4
9162030 9162027 4
9162021 9162160 16
9162009 9162035 0
9162026 9184005 0
9162099 9162107 9
9162004 9162038 5
9162022 9162160 34
9162066 9162158 0
9162010 9162004 189
9162119 9162122 93
9162001 9162035 3
9162042 9162019 8
9162066 9162009 11
9162159 9162079 4
9162032 9162085 4
9162032 9162034 9
9162103 9162042 12
9162037 9162004 11
9162093 9162160 2
9162087 52814612 0
9162131 9162103 1
9162064 9162158 1
9162030 9162158 9
9162064 9162012 0
9162064 9162055 1
9162081 9162043 6
9162037 9162103 2
9162059 9162028 0
9162085 9162026 1
9162090 9162037 2
9162001 9162058 14
9162035 9162038 11
9162062 9162085 2
9162007 9162119 56
9162025 9162158 9
9162043 9162066 1
9162037 9162159 1
9162113 9162062 9
9162012 9162160 6
9162110 9162115 6
9162001 9162159 0
9162022 9162102 8
9162004 9162047 9
9162001 9162032 1
9162068 9162090 0
9162022 9162030 1
9162110 9162016 22
9162159 9162021 7
9162103 9162059 5
9162043 9162010 5
9162081 9162028 11
9162026 9162066 10
9162113 9162126 0
9162077 9162040 0
9162064 9162010 6
9162122 783095006 16
9162068 9162059 8
9162043 9162035 2
9162030 9162085 2
9162026 9162059 1
9162016 9162064 18
9162115 9162122 21
9162102 9162066 2
9162030 9162025 8
9162062 9162042 11
9162093 9162038 5
9162030 9162009 12
9162024 9162126 0
9162115 819400248 5
9162024 9162055 9
9162009 9162043 2
9162115 9162012 6
9162115 9162077 12
9162115 9162110 1
554321029 9162012 0
52814612 9162054 4
52814612 9162026 10
783176672 9162084 7
586888382 9162056 5
586888382 9162028 3
586888382 783095006 12
586888382 9162090 0
586888382 9162037 19
783176672 9162122 7
819400248 9162025 32
819400248 9162016 52
783176672 9162035 54
783176672 9162158 10
783176672 774028738 2
819400248 9162077 121
783095006 9162010 1
554321029 9162159 6
554321029 9162049 5
554321029 9162047 1
774028738 9162084 12
554321029 9162099 3
554321029 9162021 45
783095006 9162107 12
783095006 9162019 2
783176708 9162049 10
783176708 9184024 72
819400248 9162035 9
784358748 9162110 15
784358748 9162022 13
784358748 9162043 17
784358748 774028738 4
784358748 9162055 17
784358748 9162049 77
586900421 9162084 2
586900421 9162034 28
586900421 774028738 26
784358748 9162025 23
586900421 9162079 31
586900421 9162055 10
586900421 9162087 45
586900421 9162058 6
586900421 9162077 159
586900421 9162081 4
774028738 9162049 6
774028738 9162087 2
9162119 9162066 38
9162119 9162032 11
9162119 9184005 1
9162119 9162158 9
9162119 9162010 6
9184003 9162107 4
9184003 9162113 15
9184003 774028738 7
9184003 9162007 51
9184003 9162058 3
9184003 9162158 49
9184003 9162160 15
9184003 9162021 1
9184005 9162004 48
9184005 9162115 5
9184005 819400248 5
9184005 9162059 2
9184005 52814612 11
9162024 9184024 7
9162024 9162043 6
9162024 9162122 9
774028738 9162047 9
819400248 9162056 1
9184018 9162062 7
9184018 9162056 0
9184018 9162084 9
9184018 9162103 0
9184018 9162049 1
9184018 9162126 13
9184024 9162027 2
9184024 9162103 7
9184024 9162021 10
9184024 9162012 3
9162081 9162077 4
9184018 784358748 12
9184018 9162099 5
9162037 819400248 16
9162016 9162079 7
9162122 9162071 5
9162024 9162026 5
9162126 9162066 5
9162062 9162064 5
9162066 774028738 2
9162066 9162012 0
9162084 9162024 8
9162110 9162102 6
9162032 9162158 5
9162068 9162021 6
9162059 783176672 14
9162026 9162079 7
9162056 9162035 4
9162025 9162040 3
9162042 9184003 6
9162055 9162037 2
9162081 9162085 10
9162085 783095006 2
9162077 9162026 9
9162122 9162159 1
9162032 9162068 4
9162021 9162068 0
9162102 9162043 15
9162090 783176672 8
9162113 586900421 20
9162035 774028738 2
9162035 9162122 6
9162027 9162034 2
9162032 9162012 2
9162010 9162022 13
9162016 9162037 5
9162081 9162068 6
9162037 9162126 1
9162028 9162122 2
9162110 9162042 3
9162102 9162030 5
9162122 9162040 18
9162025 554321029 4
9162042 9162115 10
9162085 9162037 5
9162040 9162042 7
9162059 774028738 4
9162040 9162158 8
9162158 9162026 11
9162021 554321029 4
9162021 9162054 5
9162102 9162099 3
9162037 9162035 7
9162019 9162159 2
9162049 9162119 1
9162059 9162047 3
9162035 9162079 4
9162115 9162071 24
9162079 9162059 8
9162022 9162110 4
9162021 783095006 2
9162049 9162103 5
9162043 783176708 1
9162032 9162007 8
9162025 9162064 3
9162107 9162055 5
9162047 9184018 0
9162004 9162025 1
9162103 52814612 24
9162047 9162024 4
9162119 9162047 9
9162055 9162119 0
9162042 9162087 8
9162071 9162058 5
9162065 783176708 6
9162025 9162102 9
9162064 9162066 7
9162009 9162037 53
9162062 9162030 1
9162043 9162158 4
9162093 783095006 9
9162042 783095006 0
9162065 9162030 1
9162115 9162022 2
9162068 9162040 0
9162049 9162040 4
9162042 9162110 5
9162047 9162019 9
9162055 9162019 2
9162055 9162010 2
9162019 9184018 4
9162004 9162064 9
9162084 9162099 5
9162016 9162059 23
9162102 9162160 4
9162001 9162119 6
9162102 9162038 7
9162126 9162026 2
9162010 9162160 10
9162103 774028738 3
9162160 9162065 1
9162158 9162047 12
9162068 52814612 2
9162022 9162026 3
9162032 9162042 0
9162042 9162071 3
9162065 9162049 3
9162021 9162113 17
9162093 9162064 9
9162160 9162102 7
9162058 783095006 0
9162058 9162038 8
9162158 554321029 2
9162043 9162077 1
9162102 774028738 4
9162077 9162079 1
9162158 9162025 7
9162019 9162056 2
9162099 774028738 3
9162093 9184024 4
9162107 9162024 9
9162056 9162024 5
9162102 9162159 0
9162087 9162034 5
9162010 9162099 36
9162058 9162009 15
9162099 784358748 13
9162056 819400248 10
9162068 9162079 6
9162066 52814612 0
9162084 586900421 17
9162066 783176672 4
9162103 9162026 2
9162028 9162026 9
9162042 9184018 3
9162090 586900421 5
9162025 9162077 3
9162042 9162059 7
9162102 9162110 2
9162160 9162040 11
9162019 783095006 1
9162102 9162042 5
9162099 9162115 4
9162035 9162062 1
9162042 9162084 1
9162085 9162158 6
9162019 9162038 5
9162159 9162022 7
9162019 9162047 8
9162093 9162122 4
9162077 9162038 1
9162012 9162058 4
9162071 9162066 3
9162079 9162085 5
9162054 52814612 8
9162034 9162038 3
9162049 9162004 4
9162001 9162065 3
9162021 9162093 2
9162066 9162071 3
9162085 586900421 2
9162077 9162012 4
9162019 784358748 25
9162062 586900421 17
9162040 9162037 4
9162122 9162081 0
9162084 9162113 2
9162055 819400248 8
9162103 9162055 7
9162042 9162024 5
9162010 9162025 0
9162038 819400248 0
9162032 9162058 8
9162081 586888382 0
9162049 586888382 8
9162034 9162028 2
9162042 9162099 9
9162032 9162009 22
9162059 9162115 45
9162056 9162159 4
9162085 9162056 6
9162087 9162068 4
9162093 9162113 4
9162084 9184024 2
9162009 52814612 18
9162019 9162160 8
9162159 9162042 5
9162113 9162087 6
9162026 9162042 6
9162064 586900421 3
9162009 9162102 9
9162028 586900421 7
9162028 9162040 1
9162038 9162158 1
9162024 9162099 9
9162065 586888382 3
9162042 9162007 7
9162043 9162055 3
9162043 9162103 8
9162025 9162049 2
9162068 9162122 5
9162071 9162027 0
9162122 9162110 4
9162012 9162090 1
9162028 9162030 3
9162058 783176708 21
9162001 9162037 8
9162064 9162068 1
9162040 9162007 10
9162079 9162159 6
9162049 783176672 2
9162084 9162042 11
9162062 9162010 2
9162160 9162064 2
9162110 9162026 11
9162085 9162115 9
9162028 783095006 8
9162064 9162107 0
9162028 9162085 3
9162062 9162034 10
9162055 9162038 4
9162065 52814612 10
9162040 9162043 2
9162084 9162059 6
9162099 9184003 24
9162049 9162019 1
9162079 9162062 7
9162090 9162102 1
9162010 9162071 10
9162079 9162158 4
9162040 9162038 10
9162071 9162028 2
9162009 9162079 1
9162004 9162159 2
9162037 9162034 7
9162107 9162040 2
9162043 9162016 0
9162160 783176672 3
9162012 9162034 75
9162131 9162009 0
9162079 9162042 0
9162027 9162009 0
9162159 9162160 3
9162158 9162055 6
9162027 783176672 0
9162037 9162009 6
9162159 9162030 2
9162037 783176672 5
9162113 9162077 0
9162004 52814612 6
9162032 9162087 1
9162009 9184024 4
9162068 9162113 11
9162026 9162062 6
9162024 9162042 8
9162028 9162004 14
9162042 9162001 6
9162007 9162055 0
9162099 9162042 11
9162159 9162058 4
9162062 9162102 6
9162126 9162056 0
9162004 9162028 13
9162077 554321029 3
9162158 9162065 4
9162040 9162032 0
9162004 9162110 5
9162071 9162068 1
9162001 9162122 0
9162055 9162012 11
9162103 9162049 9
9162012 9162001 6
9162081 9184003 0
9162103 9162077 7
9162087 9162040 2
9162065 9162158 6
9162107 9162043 0
9162042 9162159 8
9162024 783176672 12
9162081 9162103 4
9162022 9162085 1
9162071 9162037 8
9162021 9162085 8
9162025 9162032 0
9162093 9162009 10
9162115 9162079 16
9162016 774028738 19
9162010 9162087 4
9162113 9162110 4
9162110 9162034 3
9162030 9162102 9
9162049 586900421 3
9162107 9162065 2
9162131 52814612 9
9162007 783176672 9
9162068 9162064 3
9162084 9162160 2
9162010 774028738 3
9162066 9162021 1
9162093 9162158 5
9162159 9162107 9
9162090 9162113 0
9162079 9162032 2
9162038 9162004 8
9162068 9162102 5
9162022 9162034 23
9162004 9162024 43
9162093 9162007 0
9162055 9162113 6
9162040 9162022 6
9162059 9162026 3
9162160 9162026 5
9162010 9162079 4
9162115 9162158 8
9162028 9162099 2
9162158 9162056 9
9162038 783095006 6
9162043 9162019 4
9162110 9162056 2
9162099 9162055 5
9162035 9162025 2
9162056 9162122 0
9162093 586888382 0
9162122 774028738 12
9162025 9162084 1
9162012 9162077 4
9162042 9162037 5
9162032 9162066 8
9162042 9162040 8
9162158 9162058 3
9162126 52814612 5
9162085 784358748 20
9162107 9162042 5
9162016 783176708 7
9162113 9162066 20
9162032 9162099 0
9162059 9162084 2
9162160 9162077 5
9162025 9162042 0
9162040 9162054 2
9162042 9162107 7
9162113 9162099 1
9162085 9162042 3
9162103 9162065 4
9162064 9162102 2
9162028 9162077 6
9162081 9162021 1
9162087 9162026 1
9162081 9162049 0
9162010 9162038 7
9162047 784358748 2
9162054 9162038 1
9162090 9162068 3
9162055 9162021 3
9162085 52814612 7
9162026 9162012 0
9162079 9162122 3
9162037 52814612 1
9162065 9162160 2
9162085 9162065 2
9162028 554321029 1
9162043 9162079 5
9162028 9162027 0
9162056 9162064 6
9162032 9162049 2
9162065 9162119 6
9162122 9162022 1
9162034 9162113 0
9162071 9162110 5
9162102 9162010 4
9162012 9162079 18
9162026 9162113 10
9162090 9162026 8
9162159 774028738 6
9162038 9162042 5
9162012 9162085 0
9162077 9162158 2
9162010 9162059 31
9162035 9162102 9
9162047 52814612 8
9162040 52814612 68
9162062 9162079 7
9162037 9162087 4
9162113 9162021 4
9162102 9162059 0
9162090 9162119 4
9162110 9162085 1
9162113 9184003 0
9162022 9162122 8
9162022 9162059 11
9162066 9162115 7
9162099 9162126 1
9162004 9162079 1
9162009 9162058 0
9162115 774028738 12
9162022 9162065 25
9162119 9162131 5
9162071 9162131 0
9162038 9162115 2
9162001 9162021 8
9162064 9162009 5
9162084 783095006 0
9162043 9162059 5
9162110 9162066 9
9162042 9162062 8
9162035 9162021 1
9162081 9162160 4
9162007 9162010 0
9162012 9162047 7
9162103 9162107 5
9162102 554321029 1
9162016 9162090 6
9162032 819400248 3
9162058 9162068 0
9162047 783176672 7
9162040 9162110 4
9162028 783176708 6
9162007 9162042 11
9162054 783176672 3
9162066 9162102 2
9162007 9162001 8
9162059 9162001 2
9162115 9162058 10
9162026 9162016 10
9162032 9162159 2
9162009 9162034 18
9162059 9162065 1
9162071 9162158 8
9162032 9162043 5
9162037 9162038 2
9162077 9162159 11
9162042 9162026 2
9162054 9162059 2
9162012 9162016 9
9162122 9162010 10
9162019 9162043 4
9162122 52814612 7
9162099 783095006 2
9162042 9162102 10
9162042 9162158 5
9162028 9162059 4
9162016 9162065 7
9162030 9162047 3
9162058 9162066 7
9162085 9162062 1
9162093 9162021 7
9162054 774028738 4
9162034 52814612 2
9162113 9162055 9
9162079 9162126 2
9162081 9162056 2
9162103 9162028 0
9162084 9162103 4
9162113 52814612 3
9162010 9162037 4
9162107 9162022 4
9184003 9162043 2
9162077 9162059 3
9162103 9162160 9
9162068 9162024 15
9162038 9162049 2
9162066 586888382 10
9162055 9162103 10
9162068 9162107 0
9162019 9162107 7
9162059 9162159 7
9162071 586900421 2
9162068 9162103 11
9162159 9162009 13
9162068 9162158 3
9162025 9162012 5
9162040 9162058 4
9162021 9162122 1
9162113 784358748 37
9162019 9184003 7
9162042 9162077 4
9162102 9162024 2
9162090 9162055 2
9162119 586900421 29
9162007 9162056 2
9162103 9162043 8
9162056 9162110 4
9162024 9184005 2
9162059 9162016 7
9162043 9162115 12
9162047 9162058 3
9162022 9162107 11
9162001 9162030 11
9162087 9162102 3
9162113 9162025 2
9162028 9162055 2
9162059 9162042 14
9162034 9162049 2
9162042 783176708 13
9162110 9162049 2
9162001 9162055 7
9162090 9162009 0
9162054 9162026 0
9162113 9162043 6
9162071 9162010 9
9162040 9162021 6
9162103 9162159 3
9162081 9162064 0
9162099 9162016 9
9162158 9162035 4
9162009 9162066 8
9162099 9162035 5
9162158 9162009 7
9162066 9162038 1
9162115 9162047 5
9162038 9162012 2
9162032 9162102 7
9162115 9162019 0
9162030 9162090 5
9162004 9162026 8
9162028 9162079 4
9162065 9162103 8
9162030 9162065 0
9162066 9162042 6
9162024 9162007 3
9162160 9184024 5
9162021 9162126 2
9162115 9162064 2
9162066 9162077 4
9162059 9162037 7
9162032 9162062 3
774028738 9162090 2
52814612 783095006 30
774028738 9162021 9
783176672 9162025 8
783176672 783176708 19
586888382 9162158 8
586888382 9162085 3
586888382 9162110 10
819400248 586900421 7
783176672 9162126 21
819400248 9162054 2
783095006 52814612 2
783095006 9162110 9
554321029 9162158 7
554321029 9162022 2
554321029 819400248 3
554321029 52814612 5
554321029 9162113 17
783095006 586900421 13
554321029 783095006 7
783095006 9162047 2
554321029 9162010 29
783095006 9162027 0
783095006 9162084 2
783176708 9162107 10
783095006 784358748 10
783176708 9184005 8
819400248 9162034 5
783176708 9162081 3
783176708 9162016 26
784358748 9162007 35
784358748 9162087 1
784358748 9162085 32
784358748 9162122 6
784358748 9162119 47
784358748 9162131 19
784358748 9162037 11
586900421 52814612 14
586900421 783095006 41
784358748 9162115 36
586900421 9162032 45
784358748 783095006 6
783176672 783095006 25
586900421 9184024 9
774028738 9162056 11
9162119 9162009 6
9162119 9162093 8
9162119 9162087 5
9162119 52814612 12
52814612 9162093 51
9184003 9162099 2
9184003 9184018 13
9184003 9162054 1
9184003 9162066 8
9184005 9162034 19
9184005 9162066 20
9162024 9162047 1
9162024 9162028 5
9162024 586888382 9
9162024 9162071 1
9162024 9162085 5
9162024 9162159 5
9162030 9162081 8
9162119 9162102 12
9184005 9162016 3
9184005 9162110 0
783176708 9162084 9
783095006 9162090 5
52814612 9162102 19
774028738 9162126 18
819400248 783176672 8
9162081 9162034 9
9184018 9162068 8
9184018 9162042 8
9184018 783176672 116
9184018 9162012 9
9162081 9162012 2
9162081 9162027 3
9184018 9162010 20
9162081 9162158 8
9184003 9162122 4
9162024 9162037 17
9162024 9162034 3
9184005 9162019 6
9184024 784358748 8
9184024 9162025 6
9184024 9162077 5
9184024 9162030 25
9184024 9162034 5
9184024 9162047 2
9184024 9162160 11
9184024 9162024 9
9184024 9162090 2
9184024 9162068 2
9184024 9162066 7
9184024 9162110 0
9184024 9162084 1
9184024 9162010 2
9184024 9162037 6
9184024 9162099 3
9184018 819400248 2
9162081 9162042 1
9162115 783176672 5
9184018 9162021 9
9184018 9162064 4
819400248 9162122 37
554321029 9162001 3
586900421 9162085 31
9162122 9162158 6
586900421 9162062 11
52814612 9162032 15
9162056 9162042 4
9162093 9162026 3
9162077 9162022 13
9162084 9162038 8
9162059 9162110 6
9162007 9162122 4
9162043 9162024 9
9162034 9162037 6
9162007 9162110 3
9162038 9184003 1
9162064 9162034 1
9162122 586888382 89
9162026 52814612 6
9162077 9162007 7
9162035 819400248 7
9162001 9184018 3
9162099 9162009 0
9162159 9162158 9
9162093 9162071 2
9162047 9162068 0
9162093 9162037 2
9162043 9162026 7
9162027 9162016 0
9162040 9184005 2
9162058 774028738 5
9162087 9162001 3
9162071 9162064 1
9162025 9184003 3
9162058 9162016 6
9162022 9184018 11
9162102 9162037 2
9162047 9162016 9
9162107 783176672 27
9162160 9162035 1
9162022 9162119 18
9162034 9184018 2
9162037 9162079 3
9162037 9162077 4
9162065 9162047 2
9162062 9162068 6
9162054 9162055 0
9162066 9162035 1
9162038 9162024 7
9162065 9162040 3
9162007 9162037 2
9162103 9162019 4
9162019 783176708 21
9162107 9162059 20
9162099 9162043 2
9162126 9162115 6
9162158 9162054 3
9162030 9162040 3
9162022 9162062 0
9162032 9162010 2
9162019 9162064 3
9162042 9162030 1
9162025 9162062 4
9162085 9162038 1
9162054 9162103 4
9162084 9162028 0
9162026 9162081 2
9162131 586900421 0
9162085 9162064 3
9162058 9162160 4
9162054 819400248 3
9162064 52814612 9
9162113 9162102 7
9162040 9162059 14
9162026 9162022 7
9162158 9162062 6
9162110 9162160 0
9162065 9162071 1
9162102 9162068 6
9162126 9162047 1
9162099 9162068 2
9162004 9162058 13
9162068 783176672 3
9162062 52814612 7
9162056 9184003 6
9162032 9162079 4
9162021 9162035 1
9162058 784358748 1
9162043 9162099 8
9162030 9162159 7
9162007 9162159 3
9162019 9162087 0
9162012 9162032 2
9162034 9162054 0
9162160 9162107 12
9162085 9162028 6
9162159 9162110 0
9162022 783095006 2
9162038 9162077 4
9162040 9162084 0
9162126 586900421 0
9162058 9162065 3
9162066 9162010 7
9162099 9162160 5
9162010 9162122 2
9162032 9162160 3
9162084 9162012 1
9162071 9162032 2
783176672 819400248 5
9162035 9162007 5
9162025 9162059 4
819400248 783176708 0
9162032 9162131 4
9162079 9162035 4
9162085 9162159 4
9162022 9162093 2
9162009 9162007 2
9162038 52814612 1
9162126 9162058 0
9162071 9162099 1
9162025 9162047 3
9162065 9162054 0
9162010 9162043 12
9162049 9162012 0
9162159 9162122 7
9162040 9162122 2
9162054 9162022 2
9162081 9162019 2
9162038 9162087 4
9162055 9162160 4
9162071 9162059 6
9162043 9184024 0
9162079 9162090 3
9162099 9162049 4
9162016 819400248 6
9162007 9162079 0
9162038 9162028 3
9162115 52814612 6
9162021 9162099 4
9162049 9162037 0
9162054 586900421 0
9162158 9162068 7
9162054 9162066 5
9162034 9162077 1
9162131 9162040 0
9162055 586900421 5
9162131 9162160 4
9162071 9162049 3
9162065 9162085 0
9162126 9162019 1
9162066 9162026 3
9162024 9162079 9
9162056 9162030 4
9162160 9162037 4
9162068 9162016 0
9162024 9162054 4
9162126 9162064 2
9162040 9162049 1
9162058 9184003 1
9162035 52814612 2
9162084 9162035 1
9162122 554321029 9
9162056 774028738 0
9162068 9162032 4
9162085 9162160 9
9162087 783095006 6
9162025 783176672 9
9162093 9162058 0
9162037 9162032 3
9162058 9162010 9
9162022 9162001 9
9162009 9162068 4
9162159 9162026 6
9162122 9162107 3
9162077 9162049 2
9162159 554321029 1
9162012 9184018 36
9162034 9162115 10
9162122 9162079 3
9162087 9184003 0
9162159 9162071 5
9162001 9162026 2
9162122 9162062 9
9162025 9162079 4
9162158 9162032 5
9162062 9162024 0
9162093 783176672 2
9162056 9162016 3
9162026 9162087 5
9162077 9162019 1
9162064 9162126 0
9162021 9162030 4
9162037 9162066 1
9162047 9162062 4
9162103 9184024 2
9162032 9162024 5
9162004 9162037 1
9162042 9162122 6
9162004 9162062 7
9162001 9162079 0
9162131 9162158 2
9162054 9162079 1
9162099 9184024 0
9162062 9162087 2
9162068 9162065 3
9162054 9162071 1
9162065 9162159 0
9162040 9162087 2
9162122 9162032 1
9162110 9184018 4
9162012 9162119 5
9162102 9162049 1
9162054 9162160 1
9162110 784358748 10
9162064 9162049 1
9162102 9162034 4
9162009 9162025 0
9162024 9162010 6
9162066 9162016 3
9162019 9162025 0
9162158 9162001 5
9162071 9162055 3
9162122 9162065 3
9162081 9162025 6
9162158 9162030 1
9162068 9162001 0
9162010 9162085 13
9162024 783095006 10
9162087 9162107 0
9162047 9162085 3
9162001 9162010 2
9162126 9162158 5
9162037 9162055 1
9162058 9162110 4
9162122 9162077 5
9162090 9162034 7
9162110 819400248 2
9162110 9162021 2
9162159 9162059 13
9162110 9162040 9
9162079 9162025 4
9162054 9162007 2
9162160 9162122 6
9162159 9162025 2
9162007 9162071 3
9162038 9162102 0
9162038 586900421 2
9162030 9184005 15
9162065 9162025 4
9162010 9162062 2
9162115 586900421 34
9162077 586900421 1
9162010 9162047 2
9162059 9162085 0
9162160 9162062 5
9162071 9162065 1
9162055 9162099 2
9162007 9162113 4
9162056 9162019 5
9162064 9162159 8
9162085 9162102 8
9162054 783176708 2
9162021 9162159 12
9162099 9162064 4
9162026 9162099 4
9162038 9162110 2
9162099 9162071 4
9162102 9162107 1
9162012 774028738 8
9162055 9162016 2
9162126 9162012 2
9162062 9162054 1
9162079 9162007 2
9162012 9162064 225
9162025 9162034 8
9162079 9162087 2
9162022 9162043 5
9162110 9162024 10
9162084 9162022 0
9162007 9162021 2
9162115 9184005 3
9162113 9162049 4
9162066 9162107 0
9162001 9162043 6
9162131 9162022 2
9162159 783176708 0
