$OR;D2 
* From-Time  To-Time 
9184018 9162030 59
819400248 9162119 42
9162056 586888382 0
9162113 586888382 44
9162026 774028738 30
9162102 9162004 55
9162107 586900421 32
9162010 9162042 72
9162016 9162004 7
9162119 9162030 80
9162022 586900421 65
9162081 9184018 85
9162062 586888382 13
9162010 9162009 73
819400248 9162040 74
586888382 586900421 41
774028738 9162034 22
52814612 9162113 27
52814612 9184003 35
52814612 9162012 101
52814612 9162010 81
783176672 9162059 34
9184005 783095006 39
783176708 9162079 12
783176708 9162059 3
783176708 9162071 54
586900421 9162158 114
586900421 9162099 54
586900421 9162103 52
586900421 9162110 53
586900421 9162119 19
774028738 9162113 32
9184003 784358748 72
9184018 783176708 8
9162026 783095006 15
9162021 9162042 20
9162035 783095006 47
9162158 774028738 20
9162026 9162119 61
9162079 9162119 31
9162110 9162004 17
9162068 9162004 41
9162059 9162009 1
9162012 9162010 99
9162010 586888382 100
9162119 774028738 80
9162115 783176708 151
783176672 586888382 32
819400248 9162102 85
9162030 9162026 58
774028738 9184005 113
774028738 9162042 19
783095006 9162035 33
783095006 9162103 42
783176708 9162110 53
784358748 9162004 118
9162021 9162004 5
9162056 9162009 13
9162059 586888382 26
9162001 9162103 57
9162040 9162009 12
9162028 9184018 23
9162021 9162010 95
9162016 9162009 84
9162009 9162103 29
9162001 9162113 30
9162012 819400248 44
774028738 9162079 74
52814612 9162071 21
52814612 586888382 30
774028738 9162038 39
774028738 9162122 46
783176672 9162058 16
819400248 9162007 41
783095006 9162038 23
783095006 9162079 48
774028738 9162030 91
554321029 783176672 2
554321029 9162066 29
783095006 9162113 25
784358748 9184003 85
586900421 9162040 25
586900421 9162066 156
586900421 9162047 74
774028738 9162004 1
9184005 9162026 61
9184018 9162037 8
9184018 9162071 27
9184018 52814612 21
819400248 9162160 16
9162032 9162115 7
9162103 586888382 42
9162113 9162115 14
9162021 586888382 54
9162012 9162103 8
9162158 9162119 40
9162158 9184018 23
9162021 9162040 34
9162099 9162004 4
9162009 9162010 70
9162040 9162010 5
9162079 9162115 67
9162019 586900421 21
9162040 783176708 190
9162119 9162026 26
9162024 9184018 11
9162158 9162010 7
9162040 9162012 34
9162068 783095006 21
9162110 783095006 24
9162030 9162004 62
9162042 783176672 40
9162024 9162016 78
586888382 9162001 88
52814612 9162119 7
52814612 9184024 4
783176672 9162071 2
783176672 9162099 22
819400248 9162059 41
783095006 9162085 5
554321029 9162077 73
554321029 9162037 34
554321029 9162122 24
783095006 9162021 19
783095006 9184018 98
783176708 9162122 58
783176708 9162022 27
783176708 9162087 20
784358748 9162040 76
784358748 9162159 43
784358748 9162059 35
586900421 9162022 79
586900421 9162043 4
586900421 9162160 41
774028738 554321029 44
52814612 9162066 5
9184003 9162012 52
9184003 9162010 83
9184018 9162115 63
9184018 9162079 60
9162107 52814612 23
9162004 9162115 513
9162004 586888382 80
9162016 9162158 36
9162021 9162012 24
9162009 784358748 73
9162077 9162004 136
9162081 554321029 15
9162056 783095006 0
9162010 819400248 44
9162022 783176672 90
9162035 783176708 0
9162103 9162004 90
9162081 9162004 2
9162032 774028738 6
9162026 783176708 28
9162022 9162009 21
9162158 586900421 49
9162062 9162012 22
9162030 9162034 26
9162009 9162113 54
9162068 783176708 36
9162042 784358748 31
9162021 9162038 20
9162160 9162119 10
9162009 819400248 28
9162113 9162119 2
9162042 586888382 10
9162042 586900421 25
9162113 9162009 11
9162009 783176708 0
9162016 9162103 12
9162021 52814612 33
9162107 9162012 29
9162021 783176708 16
9162021 9162119 1
9162016 9162113 19
586888382 9162107 43
9162119 9162113 4
586888382 9162071 0
554321029 9162079 59
783176708 9162030 30
774028738 9162081 87
783176672 9162087 19
783176672 9162001 34
586888382 9162007 61
783176672 9162007 29
783176672 9162160 9
554321029 9162032 41
554321029 9162004 42
554321029 586888382 11
554321029 9162071 33
783095006 774028738 59
783095006 9162026 92
783095006 819400248 18
783095006 9162040 11
783095006 586888382 10
783095006 9162009 13
783176708 9162035 10
784358748 9162021 114
586900421 9162049 50
586900421 9162038 18
586900421 819400248 52
9184003 586888382 15
9184003 9162016 93
9184003 52814612 24
52814612 9162042 68
9184018 9162024 40
9184018 9162122 47
9184018 783095006 44
9184018 9162160 9
9162099 586900421 19
9162016 9162042 33
9162022 9162158 49
9162110 586900421 0
9162079 9162004 111
9162030 9162115 47
9162079 783095006 34
9162004 9162009 38
9162077 783095006 18
9162010 9162040 0
9162077 9162119 35
9162062 9162009 11
9162043 9162004 15
9162004 9162103 38
9162158 9162021 5
9162079 9162030 39
9162059 9162004 53
9162012 9162107 44
9162062 783176708 41
9162040 9162113 23
9162022 9162012 20
9162004 9162113 16
9162160 9162009 4
783176672 586900421 29
586888382 9162059 42
9162025 774028738 11
9162093 9162004 10
9162079 774028738 23
9162042 9162012 12
9162159 9162024 17
9162158 586888382 3
9162040 819400248 11
9162119 9162034 35
9162042 9162004 33
9162030 9162038 5
586888382 9162038 14
586888382 9162019 1
554321029 9162024 125
783176708 52814612 14
52814612 774028738 48
774028738 9162019 17
52814612 9162079 21
783176672 9162062 58
586888382 9162058 8
783176672 9162055 13
819400248 9162010 77
819400248 9162071 70
819400248 9162047 27
783095006 9162081 0
554321029 9162064 11
554321029 9162110 1
783095006 9162102 141
783095006 9162037 37
783095006 9184005 68
783095006 9162160 0
783176708 9162026 39
783176708 9162043 25
783176708 9162010 64
783176708 9162028 79
784358748 586888382 92
586900421 9162159 65
586900421 9162064 75
586900421 783176708 38
774028738 9162077 36
9184005 9162037 28
9184005 9162079 32
52814612 586900421 22
819400248 9162064 74
9184018 9162059 15
9184018 9184005 47
9184018 9162038 16
9184018 9162066 6
9162103 9162113 23
9162107 9162159 10
9162022 586888382 26
9162158 9162028 17
9162056 9162115 12
9162012 783176708 7
9162059 783176708 89
9162022 9162019 102
9162062 9162115 36
9162107 784358748 34
9162093 774028738 7
9162110 9162012 4
9162058 9162004 29
9162103 9162115 22
9162079 9162034 22
9162026 9162115 27
9162113 783176672 31
9162115 783095006 54
9162021 9162047 1
9162032 9184018 46
9162059 9162102 5
9162110 586888382 1
9162115 9162102 56
9162026 9162004 55
9162062 819400248 131
9162021 9162103 13
9162113 819400248 20
9162030 9162122 24
9162032 9162004 38
9162021 774028738 0
9162012 9162042 71
9162102 819400248 44
9162047 9162004 44
9162099 9162119 6
9162001 9162040 27
9162059 9162103 14
9162115 9162103 15
9162004 819400248 49
9162037 783095006 11
9162126 783095006 6
9162077 9162102 15
9162160 9162103 2
9162001 9162038 3
9162026 9162071 6
9162021 783176672 45
9162009 9162042 48
9162059 52814612 0
9162115 9162113 51
9162030 9162037 17
9162065 9162004 24
9162081 9162026 32
9162158 9162103 10
9162024 9162019 13
819400248 783095006 18
9162119 9162077 57
9162122 9162119 39
586888382 9162064 32
586888382 784358748 38
9162119 9162068 15
774028738 9162115 92
52814612 9162107 39
774028738 9162010 27
774028738 9162099 16
52814612 9162059 52
783176672 9162047 3
783176672 9162056 19
783176672 9184018 78
819400248 9162066 39
783095006 9162158 25
783095006 9162064 11
554321029 9184024 24
554321029 9162038 29
554321029 9162103 9
554321029 784358748 12
783176708 9162058 107
783176708 9162159 20
784358748 9162103 49
784358748 9162113 18
784358748 9162064 29
784358748 9162038 18
784358748 9184018 35
784358748 9162047 38
586900421 9162004 89
586900421 9162113 102
586900421 9162115 17
586900421 9184018 15
586900421 784358748 40
783176672 9162016 94
774028738 9162160 41
774028738 9162028 67
774028738 586900421 4
9184005 9162030 145
52814612 784358748 13
9184018 554321029 45
9184018 9184024 54
9184018 9162004 37
52814612 9162064 72
9184024 9162119 32
9184018 9162090 2
9162107 9162009 7
9162016 9162071 24
9162042 9162066 3
9162113 9162012 2
9162058 9162071 3
9162158 784358748 109
9162079 52814612 5
9162110 9162038 15
9162122 9162004 33
9162159 52814612 42
9162021 784358748 53
9162160 819400248 2
9162004 9162066 45
9162004 783095006 67
9162056 9162004 58
9162025 52814612 14
9162062 9162113 21
9162110 9162119 7
9162059 9162021 4
9162158 9162043 11
9162012 9162004 93
9162071 9162004 9
9162010 9162019 27
9162016 9162040 10
9162025 9162119 26
9162071 9162103 2
9162042 9162010 36
9162099 9162012 17
9162035 9162103 15
9162004 9162001 73
9162071 9162007 1
9162007 586888382 2
9162158 9162024 43
9162068 9162160 4
9162019 9162049 8
9162030 9162113 80
9162016 9184018 18
9162032 783095006 20
9162016 9162119 27
9162062 9162040 17
9162079 783176708 50
9162160 586888382 21
9162158 9162040 14
9162016 9162021 82
9162055 783176708 39
9162001 9162115 9
9162030 9162032 36
9162024 9162160 5
9162016 586888382 46
9162068 9162119 65
9162056 9162010 17
9162113 9162010 10
9162021 9162037 0
9162012 9162115 147
9162110 9162158 35
9162158 9162038 1
9162090 9162004 2
9162158 783176672 2
9162059 9162119 80
9162081 9162115 3
9162012 9162040 28
819400248 9162021 24
9162107 9162038 2
9162099 586888382 1
9162158 783176708 43
9162022 9162042 31
9162021 9162087 25
9162160 9162004 43
9162085 9162119 0
9162055 784358748 1
9162059 9162113 6
9162021 9184003 44
9162010 9162158 31
819400248 9162068 38
9162079 9162038 3
9162021 9162107 30
9162122 783176708 3
9162071 9162119 30
9162012 586900421 57
9162159 9162064 9
9162016 9162110 1
9162026 586888382 18
9162085 9162004 15
9162059 9162012 26
9162010 9162056 3
9162119 9162059 14
9162062 9162119 3
9162055 9162004 61
819400248 9162158 43
9162103 9162040 0
819400248 9162038 40
554321029 9162102 5
783176672 9162026 44
52814612 783176708 43
774028738 586888382 13
774028738 9162025 50
52814612 9162077 0
52814612 9162103 36
783176672 9162102 119
783176672 9162119 15
783176672 9162110 37
586888382 9162055 21
819400248 9162062 3
819400248 9162065 42
819400248 9162042 43
819400248 9162115 47
554321029 9162081 65
554321029 9162087 2
783095006 9162059 24
783095006 9162122 63
783176708 783176672 4
783176708 586888382 8
783176708 9162019 1
783176708 586900421 13
783176708 9162021 35
784358748 9162079 14
784358748 9162024 31
784358748 9162071 32
774028738 783176672 87
774028738 9162110 16
774028738 9162085 39
774028738 9162059 22
52814612 9162047 84
9184003 783176672 97
9184003 9162042 61
9184003 9162009 5
9162024 9162158 62
52814612 9162037 5
774028738 9162001 38
9184018 9162034 27
9184018 9162113 3
52814612 9162040 45
9184024 9162026 39
819400248 9162024 49
9162001 9162064 26
9162087 9162115 12
9162019 9162024 18
9162113 783095006 181
9162001 9162016 61
9162007 783176708 43
9162028 9162037 3
9162016 9162022 25
9162032 9162071 1
9162160 52814612 73
9162081 9162032 23
9162103 9162102 14
9162079 9162064 1
9162103 9162119 16
9162103 783176672 1
9162077 783176708 151
9162056 586900421 17
9162038 586888382 3
9162024 9162110 14
9162040 784358748 1
9162110 9162103 4
9162043 9184018 4
9162009 9162016 73
9162016 9162019 68
9162056 9162103 14
9162025 9162103 8
9162010 9162113 29
9162007 819400248 13
9162055 586888382 3
9162021 9162115 22
9162071 783095006 26
9162012 9162021 65
9162064 9162004 4
9162085 9162034 0
9162115 9162160 1
9162043 586888382 0
9162113 9162103 12
9162007 9162012 23
9162158 9162077 26
9162107 9162019 15
9162087 9162004 6
9162010 9184003 42
9162079 9162160 11
9162102 9162119 56
9162001 9162059 8
9162021 9162028 0
9162026 9162034 24
9162115 9162059 30
9162158 9162160 13
9162062 9162103 31
9162022 9184003 57
9162102 9162103 17
9162064 783176708 44
9162030 9162079 39
9162122 9184018 9
9162056 9162012 1
9162022 9162159 17
9162019 9162042 22
9162012 9162102 167
9162071 9162012 5
9162035 9162113 6
9162102 9162007 17
9162016 9162115 7
9162059 9162158 7
9162160 783095006 0
9162103 9162012 2
9162056 783176708 55
9162119 9162079 24
9162159 9162004 28
9162113 9162068 15
9162159 586900421 37
9162110 783176708 32
9162159 9162115 9
9162158 9162042 9
9162025 9162009 10
9162103 784358748 8
9162010 52814612 14
9162001 9162012 42
9162021 9162059 18
9162119 9162103 10
9162085 9162066 1
9162085 774028738 4
9162059 819400248 1
9162058 586900421 11
9162160 9162012 6
9162160 9162010 31
9162113 9162158 5
9162026 9162037 6
9162071 9162115 10
9162158 783095006 1
9162047 9162012 1
9162032 554321029 16
9162027 9162119 2
9162079 9162010 3
9162037 9162115 12
9162158 9162079 14
9162016 9162034 25
9162158 9162107 25
9162040 9162115 5
9162034 783095006 28
9162066 9162004 32
9162084 586888382 4
9162103 9162066 15
9162007 9162103 18
9162025 9162160 7
9162081 9162071 13
9162058 586888382 26
9162059 9184018 0
586888382 9162102 47
9162016 9162160 41
9162159 9184018 3
9162026 9162025 7
9162024 9162009 10
9162004 9162160 49
9162119 9162038 4
9162081 9162122 5
9162119 9162021 2
9162115 9162034 24
554321029 9162068 88
774028738 9162107 3
774028738 9162159 15
774028738 9162012 43
52814612 9162021 88
52814612 9162110 82
52814612 9162038 39
52814612 9162159 74
783176672 9162085 32
586888382 9184003 4
586888382 9162160 10
586888382 9162066 14
586888382 9162016 81
819400248 9162049 25
819400248 9162087 28
554321029 9162059 79
554321029 9162058 9
554321029 9162065 33
554321029 9162160 1
783095006 783176672 74
783095006 9162068 53
9184005 9162025 12
554321029 9162084 12
783095006 9162065 12
783095006 9162126 28
783176708 9162090 11
783176708 784358748 27
783176708 9162085 12
783176708 774028738 51
783176708 9162055 40
783176708 554321029 18
784358748 783176672 239
784358748 9162019 71
784358748 9162099 68
586900421 9162059 57
586900421 9162065 19
586900421 9162056 8
586900421 9162068 3
774028738 9162064 45
783176708 9162065 136
9184003 9162071 17
9184003 9162103 21
9184003 9162024 29
9184005 9162081 64
9184005 783176708 104
52814612 783176672 38
52814612 9162001 1
52814612 9162099 66
52814612 9162049 27
819400248 9162099 56
9184018 586900421 17
9162081 9184024 22
9184018 9162043 12
9184018 9162110 11
9184018 586888382 25
9184018 9162047 1
9184024 9184005 49
9184024 52814612 13
9184018 9162009 8
9162160 9162021 11
9162122 9162012 7
9162022 9162038 11
9162010 9162110 19
9162042 9162038 13
9162071 783176708 18
9162032 9162103 0
9162068 9162115 27
9162026 9162122 14
9162113 9162038 3
9162042 9162016 21
9162077 9162009 0
9162110 774028738 0
9162102 586888382 48
9162103 9162010 2
9162093 9162019 17
9162004 9162119 71
9162102 9162009 35
9162090 9162103 2
9162026 9162028 15
9162025 586888382 9
9162043 783095006 2
9162022 9162047 33
9162047 9162009 3
9162040 9162064 3
9162024 9162004 11
9162056 783176672 23
9162093 9162034 1
9162079 9162103 7
9162071 9162040 4
9162021 9184018 8
9162110 9162010 39
9162022 9162103 4
9162087 774028738 0
9162043 9162119 0
9162022 9162040 5
9162035 9162071 0
9162024 9162040 4
9162025 9162004 33
9162026 9162024 1
9162030 9162110 3
9162058 819400248 19
9162010 9162103 6
9162009 9162107 34
9162042 52814612 3
9162019 9162026 10
9162110 52814612 18
9162035 9162160 8
9162077 9162160 2
9162158 9162102 5
9162059 9162160 1
9162079 9184018 29
9162056 9162040 6
9162079 9162077 11
9162115 9162009 1
9162085 9162103 6
9162001 784358748 13
9162040 9162079 3
9162009 9162026 6
9162159 9162113 1
9162016 9162024 14
9162126 9162004 22
9162068 774028738 6
9162019 9162012 49
9162032 9162113 0
9162021 9162055 5
9162158 9162099 38
9162016 9162049 24
9162026 9184024 18
9162158 9162037 2
9162119 9162019 1
9162126 774028738 4
9162021 9162019 34
9162079 9162019 1
9162027 774028738 10
9162068 9162030 3
9162122 9162160 0
9162016 9162054 1
9162122 9162115 18
9162032 9162037 14
9162102 9162012 12
9162059 586900421 14
9162113 9162160 25
9162019 52814612 83
9162158 9162126 21
9162065 9162024 0
9162107 9162062 13
9162058 9162042 16
9162043 9162042 2
9162009 9162059 17
9162010 9162107 58
9162040 9162119 8
9162110 9162019 14
9162026 554321029 16
9162022 9162016 80
9162081 9162038 0
9162004 9162042 42
9162009 9162022 20
9162066 9162103 3
784358748 9162102 48
9162019 9162010 15
9162021 9162158 16
9162099 9162103 4
9162040 9162103 35
9162022 9162004 11
9162035 9162119 46
9162119 9184018 101
9162113 9184018 16
9162077 9162115 41
9162032 9162064 4
9162012 9162055 49
9162079 9162012 13
9162025 9162115 15
9162030 9162071 33
9162028 774028738 23
9162102 9162001 43
9162001 9162042 20
9162021 9162071 6
9162042 819400248 2
9162021 9162110 12
9162065 9184018 6
9162035 586888382 31
9162062 9162077 6
9162158 9162071 11
9162056 9162099 3
9162001 9162007 8
9162026 9162077 19
9162037 9162113 7
9162093 9162042 9
9162159 586888382 5
9162024 586900421 29
9162022 9162024 47
9162010 9162064 10
9162064 586888382 5
9162071 586888382 10
9162042 9162009 28
9162119 9162037 78
9162115 9162038 1
9162119 586888382 12
9162019 9162059 4
9162158 9162115 8
9162119 9162064 10
9162058 9162119 238
9162071 783176672 0
9162016 9162068 11
9162107 9162158 7
9162040 9184003 2
9162056 784358748 5
9162119 9162028 31
9162030 9162066 7
9162103 9162034 7
9162103 9162021 7
586888382 9162099 15
52814612 9162056 61
9162030 9162035 18
554321029 586900421 21
774028738 9162027 34
52814612 9162115 10
52814612 9162062 28
774028738 9162022 45
774028738 783176708 56
52814612 9162043 27
774028738 819400248 40
52814612 9162085 38
586888382 9162021 72
586888382 9184018 46
586888382 9162077 50
819400248 9162058 27
783176672 9162079 105
783176672 784358748 106
819400248 9162055 7
783176672 9162038 8
783095006 9184024 37
774028738 9162062 3
783095006 9162012 29
783095006 9162024 31
783095006 9162028 123
783095006 9162159 17
783095006 9162042 16
783095006 9162007 26
783095006 9162001 57
783176708 9162025 3
783176708 9162099 80
783176708 9162047 65
819400248 9162110 8
784358748 9162026 2
784358748 586900421 15
784358748 9162158 33
586900421 9162026 6
586900421 9162037 2
586900421 9162027 11
586900421 9162025 35
774028738 9162071 20
774028738 9162068 8
774028738 9162093 39
9184003 9162056 6
9184005 9162077 24
9184005 9162122 2
9184005 9162038 2
9162024 9162064 4
9162024 784358748 21
774028738 9162016 93
774028738 9162043 11
52814612 9162007 19
9184018 9162035 12
9184018 9162102 1
9184018 9162158 25
9184018 9162065 5
52814612 9162122 22
52814612 9162034 13
9184018 9162025 47
9184018 9162077 39
52814612 9162068 6
586900421 9162007 21
586900421 9162071 2
9162159 9162012 5
9162126 9162119 8
9162158 9162110 38
9162037 9162119 20
9162071 9162079 2
9162042 9162085 4
9162054 9162004 11
9162001 9162068 1
9162087 9162009 4
9162056 9162119 7
9162158 9162022 53
9162034 9162043 10
9162016 9162026 6
9162158 9162085 1
9162079 819400248 3
9162025 9162043 16
9162071 819400248 22
9162019 9162113 21
9162159 783095006 4
9162102 9162040 19
9162071 9162009 4
9162077 9162062 7
9162009 9162049 9
586888382 783176672 9
9162010 9184018 15
9162042 9162103 8
9162062 9162001 12
9162016 9162038 11
9162099 783176672 1
9162115 9162037 36
9162159 9162019 25
9162043 783176672 8
9162004 9162071 4
9162016 9162099 31
9162113 9162001 16
9162126 586888382 16
9162032 9162040 1
9162009 9162019 27
9162103 9184018 9
9162004 9162102 8
9162099 9162059 5
9162043 52814612 8
9162110 9162068 13
9162062 784358748 2
9162019 9162009 26
9162038 9162113 13
9162058 9162012 7
9162019 774028738 5
9162085 9162012 32
9162107 9162004 30
9162079 9162110 3
9162021 9162084 7
9162107 9162160 12
9162113 9162037 2
9162103 9162087 0
9162079 554321029 45
9162077 783176672 3
9162090 9162079 7
9162077 9184018 2
9162107 586888382 42
9162009 9162115 33
9162016 9162087 27
9162016 9162102 3
9162079 9162068 14
9162012 9162043 5
9162115 9162040 3
9162113 9162040 20
9162160 9162158 5
9162026 9162158 11
9162028 9162119 13
9162010 9162058 5
9162099 9162066 4
9162071 9162160 25
9162058 783176672 4
9162059 9162038 16
9162019 9162158 21
9162010 9162159 1
9162160 9162066 18
9162058 9162040 23
9162004 9162040 21
9162085 9162087 9
9162004 9162059 35
9162084 9162158 11
9162059 783095006 8
9162016 9162055 25
9162009 9162158 4
9162093 9162059 1
9162022 9162049 18
9162059 9162024 3
9162004 9162034 36
9162093 784358748 23
9162035 9162040 2
9162032 9162025 6
9162042 9162113 11
9162113 9184024 1
9162007 9162115 8
9162042 9162119 6
9162066 783095006 1
9162007 9162158 0
9162059 9162122 3
9162081 783176708 4
9162037 9162026 8
9162160 9162016 9
9162016 9162085 39
9162122 9162103 3
9162158 9162016 65
9162016 9162084 0
9162026 9162160 11
9162007 9162009 3
9162110 9162062 3
9162160 774028738 6
9162010 783176708 28
9162043 9162012 13
9162022 9162058 11
586888382 9162159 5
9162158 9162087 9
9162158 9184024 4
9162099 52814612 11
9162062 9162007 1
9162093 9162119 40
9162016 9162107 11
9162102 9162115 18
9162115 9162016 6
9162016 9162077 4
9162079 9162102 4
9162022 9162021 45
9162030 9162068 63
9162055 9162009 5
9162047 774028738 3
9162012 9162049 48
9162022 9162115 81
9162077 9162028 10
9162019 9162007 5
9162079 9162037 13
9162032 9162026 25
9162059 9162007 8
9162028 9162024 7
9162093 9162056 1
9162001 9162102 25
9162158 9162012 26
9162056 9162113 8
9162066 9162110 4
9162004 9162007 37
9162158 9162113 5
9162030 9162059 16
9162119 9162110 0
9162007 9162004 28
9162084 9162115 6
9162090 9162115 7
9162110 9162009 3
9162026 9162085 5
9162021 9162058 4
9162065 783095006 19
9162001 9162087 13
9162102 9162122 4
9162062 9162099 14
9162107 9162119 16
9162021 9162062 21
9162119 819400248 20
9162160 9162007 6
9162077 9162034 14
9162001 783095006 5
9162016 9162062 22
9162068 9162159 6
9162158 9162159 22
9162021 819400248 7
9162056 9162037 7
9162085 9184018 9
9162058 9162115 6
9162001 586900421 25
9162099 9162024 6
9162107 9162113 5
9162159 9162119 13
9162085 586888382 5
9162009 9162077 47
9162071 9184018 14
9162071 52814612 15
9162084 9162107 0
9162024 783176708 34
9162068 9162034 7
9162071 9162042 6
9162084 9162066 9
9162026 9162030 27
9162065 9162012 4
9162085 783176708 18
9162026 9162009 5
9162159 9162103 5
9162010 9162016 82
9162085 9162009 8
9162009 9162159 9
9162025 784358748 19
9162102 9162071 18
9162090 9162040 2
9162159 9162077 0
9162160 9162079 11
9162113 9162071 8
9162026 9162010 6
9162056 52814612 3
9162087 586888382 3
9162026 9162019 1
9162090 52814612 9
9162009 9162021 11
9162025 9162019 7
9162019 9162034 2
9162079 783176672 0
9162021 9162056 12
586888382 9162065 1
9162090 783095006 12
9162102 9162087 6
9162081 9162113 0
9162093 586900421 11
9162025 9162024 5
9162012 9162113 22
9162004 9162012 22
9162110 9162107 11
9162025 9184018 31
9162056 9162085 1
586888382 9162049 2
9162071 784358748 6
9162026 9162047 4
9162016 9162066 18
9162119 9162062 134
9162102 9162056 34
9162032 783176708 39
9162068 9162009 4
9162030 9162077 27
9162028 9162113 1
9162009 586900421 1
9162030 783176708 14
819400248 9184018 20
9162115 9184018 34
9162119 9162071 51
9162158 9162064 28
9162030 9162028 20
783176672 554321029 3
774028738 784358748 13
774028738 9162009 16
52814612 9162065 3
774028738 9162040 18
52814612 9162087 29
783176672 9162028 9
783176672 9162065 26
586888382 9162122 68
586888382 9162068 16
783176672 9162077 156
586888382 9162087 5
586888382 9162115 169
586888382 9162047 2
783176672 9162090 6
783176672 9162034 9
586888382 9162043 0
783176672 9162131 39
783176672 9162115 194
819400248 9162019 93
819400248 9162037 3
819400248 9162079 32
783176672 9162068 46
783176672 9162024 55
783095006 9162043 23
554321029 9162027 0
554321029 9162028 73
554321029 9162126 3
554321029 9162025 78
774028738 9162103 24
783095006 9162049 12
783095006 9162087 13
554321029 9162062 48
554321029 9162042 10
783095006 9162025 24
783095006 9162099 18
783095006 9162062 23
783176708 9162024 63
783095006 9162016 34
783176708 9162126 19
783176708 9162056 33
783176708 9162131 0
784358748 9162001 33
784358748 52814612 10
784358748 9162160 26
784358748 9162056 12
784358748 819400248 127
586900421 9162001 10
784358748 9162058 56
783176672 9162037 19
586900421 9162122 14
774028738 9162058 2
774028738 9162131 17
774028738 9162066 70
774028738 9162102 11
9184003 9162019 54
9184003 9162159 58
9184003 819400248 0
9184005 9162032 33
9184005 9184024 138
9184005 9162071 8
9162024 9162077 9
9162024 9162103 25
9162024 9162058 4
774028738 9162032 31
9184018 9162159 15
52814612 9162030 23
52814612 9162025 17
774028738 9162055 4
819400248 554321029 0
9184018 9162019 8
9162081 9162030 47
